,Symbol,ShortVolume,ShortExemptVolume,TotalVolume
20110811,A,482675,0,1841531
20110811,AA,3530727,10100,9864333
20110811,AACC,3500,0,12926
20110811,AAN,17211,750,32060
20110811,AAON,15102,0,18972
20110811,AAP,357098,0,1259277
20110811,AAPL,3282841,2200,7006182
20110811,AAR,1000,0,9125
20110811,AAT,7515,0,83048
20110811,AATI,35592,0,147644
20110811,AAU,14500,0,97603
20110811,AAV,25420,670,78412
20110811,AAWW,6717,0,24242
20110811,AAXJ,17447,0,276718
20110811,AAp,200,0,700
20110811,AB,45175,0,147576
20110811,ABAT,357991,0,795383
20110811,ABAX,22731,0,59387
20110811,ABB,307450,2500,1241520
20110811,ABBC,1014,0,2406
20110811,ABC,395288,100,549833
20110811,ABCB,7286,430,27281
20110811,ABCD,211,0,4822
20110811,ABCO,7969,0,13569
20110811,ABCS,984,0,2584
20110811,ABCW,9582,0,21525
20110811,ABD,6300,300,24128
20110811,ABFS,34615,0,76741
20110811,ABG,15663,0,44549
20110811,ABH,139852,0,210051
20110811,ABIO,10445,0,18633
20110811,ABM,10309,0,21008
20110811,ABMD,19880,0,39435
20110811,ABR,9406,0,44234
20110811,ABT,1257098,600,2837761
20110811,ABTL,43300,0,68921
20110811,ABV,180180,800,629487
20110811,ABV.C,1800,0,2322
20110811,ABVT,18708,0,27648
20110811,ABWpA,1245,0,2548
20110811,ABX,835251,2400,2572214
20110811,ACAD,62350,3100,186050
20110811,ACAS,1048295,0,1831257
20110811,ACAT,4207,507,26037
20110811,ACC,50299,0,108803
20110811,ACCL,19290,0,31388
20110811,ACE,309261,0,681055
20110811,ACET,28438,1400,83689
20110811,ACFN,9777,0,26031
20110811,ACG,74915,0,533946
20110811,ACGL,123586,0,239166
20110811,ACH,67101,0,155737
20110811,ACHN,54030,0,99931
20110811,ACI,1035054,900,1939504
20110811,ACIW,15830,0,168659
20110811,ACLS,253691,0,632981
20110811,ACM,50379,0,307444
20110811,ACMR,22733,0,96533
20110811,ACN,610016,500,1462737
20110811,ACO,13528,0,21909
20110811,ACOM,62342,0,111583
20110811,ACOR,50696,0,110336
20110811,ACP,14793,0,23333
20110811,ACPW,59700,0,163925
20110811,ACRX,400,0,500
20110811,ACTG,79576,700,160069
20110811,ACTS,1000,0,12813
20110811,ACTV,175824,18893,453619
20110811,ACU,800,0,1100
20110811,ACUR,2600,500,12911
20110811,ACW,18009,0,134401
20110811,ACWI,296676,0,328165
20110811,ACWX,19977,0,215815
20110811,ACXM,48325,0,105394
20110811,ADAT,500,0,12600
20110811,ADBE,1102357,300,3069081
20110811,ADC,6885,0,19346
20110811,ADEP,2400,0,3280
20110811,ADES,5595,1295,50294
20110811,ADGE,500,500,5760
20110811,ADGF,6600,5000,41424
20110811,ADI,327193,100,1091145
20110811,ADK,11300,0,22605
20110811,ADLR,134698,0,542784
20110811,ADM,656896,0,1522298
20110811,ADP,378480,100,777991
20110811,ADPI,2574,0,3924
20110811,ADRD,340,0,1140
20110811,ADRE,5809,0,33494
20110811,ADRU,100,0,1625
20110811,ADS,45364,0,70115
20110811,ADSK,221272,0,687300
20110811,ADTN,136401,0,182986
20110811,ADUS,1525,0,4085
20110811,ADVS,35276,0,67896
20110811,ADX,8417,0,49160
20110811,ADY,8390,0,29427
20110811,ADZ,161,0,472
20110811,AE,2120,0,3615
20110811,AEA,64784,0,381986
20110811,AEB,5518,0,26201
20110811,AEC,6800,0,25558
20110811,AED,13291,3943,37628
20110811,AEE,116492,10678,276791
20110811,AEF,21653,0,41301
20110811,AEG,426005,0,1005577
20110811,AEGR,1200,0,20706
20110811,AEH,18960,12022,50269
20110811,AEIS,40553,0,101907
20110811,AEL,75386,100,139044
20110811,AEM,191909,0,494034
20110811,AEN,15875,0,34660
20110811,AEO,345582,0,605465
20110811,AEP,814951,0,1163376
20110811,AEPI,900,0,2000
20110811,AEPpA,2715,0,6165
20110811,AER,34454,100,147351
20110811,AERG,61036,37711,226312
20110811,AERL,21096,0,68581
20110811,AES,833774,0,2796354
20110811,AESpC,3265,0,4925
20110811,AET,193224,0,532204
20110811,AETI,1700,0,1700
20110811,AEV,14232,0,34646
20110811,AEY,1300,0,3430
20110811,AEZS,334951,0,837136
20110811,AF,88318,26635,271450
20110811,AFAM,21263,0,36802
20110811,AFB,250,0,32363
20110811,AFC,2820,0,10830
20110811,AFCE,7031,0,21280
20110811,AFE,300,0,7022
20110811,AFF,18261,0,59256
20110811,AFFM,400,0,1000
20110811,AFFX,135080,0,230094
20110811,AFFY,194351,0,520260
20110811,AFG,45095,0,116913
20110811,AFK,3225,0,12745
20110811,AFL,513375,34137,1369623
20110811,AFOP,3510,0,7299
20110811,AFSI,11625,0,23273
20110811,AFT,11311,0,46908
20110811,AG,134283,200,483435
20110811,AGA,1120,0,9335
20110811,AGC,17524,0,87065
20110811,AGCO,164608,0,501780
20110811,AGD,26091,0,113038
20110811,AGEM,1041,0,1904
20110811,AGEN,6700,100,255776
20110811,AGF,650,0,1340
20110811,AGG,263402,0,609143
20110811,AGII,4967,0,13026
20110811,AGL,142725,0,335894
20110811,AGM,10419,0,14858
20110811,AGN,129098,200,258577
20110811,AGNC,1426239,200,3125891
20110811,AGO,405769,200,1395702
20110811,AGOL,100,0,650
20110811,AGOpB,1000,0,2600
20110811,AGOpE,4579,0,8727
20110811,AGOpF,1300,0,5343
20110811,AGP,78935,0,205396
20110811,AGQ,131572,0,500622
20110811,AGRG,105,0,210
20110811,AGRO,26257,0,78318
20110811,AGU,104364,9200,195202
20110811,AGX,4559,0,5773
20110811,AGYS,25174,0,38475
20110811,AGZ,2374,0,8669
20110811,AH,27443,5550,166225
20110811,AHC,8748,0,17996
20110811,AHCI,46100,0,118820
20110811,AHGP,8322,0,25931
20110811,AHL,24160,0,115646
20110811,AHLpA,2305,0,6004
20110811,AHS,19280,0,136871
20110811,AHT,112141,15210,454170
20110811,AHTpA,1286,0,4021
20110811,AHTpD,3063,0,7513
20110811,AHTpE,23241,0,33716
20110811,AI,13067,0,31992
20110811,AIA,3255,0,15217
20110811,AIB,131958,21214,297107
20110811,AIG,978778,300,2323822
20110811,AIG.WS,13712,0,76734
20110811,AIMC,15043,4867,39831
20110811,AIN,25077,0,57916
20110811,AINV,624752,0,957363
20110811,AIQ,168241,33253,586205
20110811,AIR,26665,13600,82285
20110811,AIRM,4142,0,22180
20110811,AIRT,800,0,2930
20110811,AIS,223579,0,451585
20110811,AIT,12351,0,67532
20110811,AIV,126403,100,298343
20110811,AIVpT,2700,0,3100
20110811,AIVpU,350,0,950
20110811,AIVpV,1200,0,1763
20110811,AIVpY,400,0,8600
20110811,AIVpZ,1000,0,3000
20110811,AIXG,59531,0,85310
20110811,AIZ,48086,0,209281
20110811,AJG,42132,0,62137
20110811,AKAM,617721,0,1346754
20110811,AKE,100,0,600
20110811,AKN,100,0,2000
20110811,AKP,400,0,1798
20110811,AKR,53210,0,76940
20110811,AKRX,110532,0,254274
20110811,AKS,2259160,0,4606109
20110811,AL,21525,0,224016
20110811,ALB,155928,0,350393
20110811,ALC,7252,0,23648
20110811,ALCO,100,0,1427
20110811,ALD,81747,0,88287
20110811,ALE,7311,0,30325
20110811,ALEX,70335,0,113187
20110811,ALG,6500,2100,10556
20110811,ALGN,48519,0,111326
20110811,ALGT,10247,0,39552
20110811,ALIM,10503,800,19221
20110811,ALJ,54893,0,111191
20110811,ALK,43068,0,62619
20110811,ALKS,33567,0,105332
20110811,ALL,510682,0,1058740
20110811,ALLT,36352,0,87036
20110811,ALLYpA,11321,0,1397071
20110811,ALLYpB,224859,0,1073165
20110811,ALM,1100,0,12070
20110811,ALN,700,0,15918
20110811,ALNC,400,0,600
20110811,ALNY,45462,6107,85700
20110811,ALOG,2292,0,5492
20110811,ALPpN,200,0,3687
20110811,ALPpO,400,0,800
20110811,ALR,85550,0,1168696
20110811,ALSK,190730,0,547530
20110811,ALT,564,0,2022
20110811,ALTE,34117,0,129945
20110811,ALTH,279530,0,764790
20110811,ALTI,35981,0,129517
20110811,ALTR,481905,300,1044311
20110811,ALU,2721698,119030,8501920
20110811,ALV,27682,0,101211
20110811,ALVR,26969,0,119789
20110811,ALVpZ,108,0,108
20110811,ALX,200,0,300
20110811,ALXA,37426,0,272420
20110811,ALXN,228002,1100,656639
20110811,AM,9129,0,19291
20110811,AMAC,200,0,3350
20110811,AMAG,47057,0,89496
20110811,AMAP,6000,0,29440
20110811,AMAT,1691526,0,7417556
20110811,AMBO,200,0,37102
20110811,AMBT,691,0,1494
20110811,AMCC,132307,0,548646
20110811,AMCF,9284,0,13869
20110811,AMCN,5369,200,14104
20110811,AMCX,246253,0,497018
20110811,AMD,1667648,7400,6835325
20110811,AME,34790,0,67054
20110811,AMED,27128,0,128797
20110811,AMG,39790,0,99674
20110811,AMGN,602458,2400,6490465
20110811,AMID,4570,0,31787
20110811,AMJ,542625,332413,705816
20110811,AMKR,217615,400,1132500
20110811,AMLN,214895,300,808948
20110811,AMLP,603247,243589,1056495
20110811,AMN,4876,0,56383
20110811,AMNB,1320,0,4397
20110811,AMOT,1427,0,3800
20110811,AMOV,300,0,4132
20110811,AMP,217712,100,641487
20110811,AMPE,4025,700,16925
20110811,AMPL,1000,0,1500
20110811,AMPpA,9256,0,14342
20110811,AMR,1282527,105400,3202573
20110811,AMRC,11883,1323,39985
20110811,AMRI,7495,400,15595
20110811,AMRN,446070,0,1005361
20110811,AMRS,15497,0,23097
20110811,AMSC,142674,27530,455693
20110811,AMSF,6204,0,11025
20110811,AMSG,7102,200,9782
20110811,AMSWA,23705,12431,73654
20110811,AMT,195042,0,605927
20110811,AMTCP,300,0,300
20110811,AMTD,1199963,0,3885964
20110811,AMTG,16132,0,135033
20110811,AMWD,2349,849,12401
20110811,AMX,580490,1400,1214911
20110811,AMZN,789668,2500,1904884
20110811,AN,67991,0,123705
20110811,ANAC,950,450,4518
20110811,ANAD,105315,0,261209
20110811,ANAT,1641,0,6303
20110811,ANCI,3000,0,24411
20110811,ANCX,5350,0,9090
20110811,ANDE,10689,0,36194
20110811,ANDS,47730,0,163048
20110811,ANEN,2500,0,4243
20110811,ANF,204200,0,437366
20110811,ANGN,2100,0,7300
20110811,ANGO,13583,0,19661
20110811,ANH,277065,0,833401
20110811,ANIK,5010,200,15505
20110811,ANLY,4199,0,5995
20110811,ANN,131555,300,267297
20110811,ANO,600,0,23600
20110811,ANR,1057067,0,2237666
20110811,ANSS,21576,0,55556
20110811,ANTH,3769,219,10958
20110811,ANV,46398,0,104633
20110811,ANW,87115,0,360297
20110811,ANX,435340,122686,1622749
20110811,AOA,4214,0,13309
20110811,AOB,341642,0,863244
20110811,AOD,443983,0,887273
20110811,AOI,55825,3400,104028
20110811,AOK,15840,0,24387
20110811,AOL,1545959,59935,3628892
20110811,AOM,9355,0,25039
20110811,AON,127640,0,247518
20110811,AONE,1802145,6300,5954673
20110811,AOR,478,0,10712
20110811,AOS,8749,0,34638
20110811,AOSL,4900,100,18424
20110811,AP,936,0,3219
20110811,APA,217982,0,718793
20110811,APAC,57558,0,91949
20110811,APAGF,2042,0,2962
20110811,APApD,2900,0,11263
20110811,APB,300,0,2950
20110811,APC,522747,1100,1185466
20110811,APD,54081,0,294110
20110811,APEI,88842,0,98453
20110811,APF,2109,0,8064
20110811,APFC,649,0,2511
20110811,APH,171995,0,264868
20110811,API,6000,0,25914
20110811,APKT,405563,0,687974
20110811,APL,124357,0,380088
20110811,APO,48713,0,94034
20110811,APOG,35007,24952,54091
20110811,APOL,96538,0,245886
20110811,APP,33012,200,100225
20110811,APPYD,3800,0,7600
20110811,APRI,71687,0,160229
20110811,APSA,1720,0,3820
20110811,APT,5600,0,23400
20110811,APTS,1900,0,5304
20110811,APU,22319,0,55392
20110811,APWC,2000,0,3600
20110811,ARAY,69522,0,219776
20110811,ARB,12215,0,18645
20110811,ARBA,75467,200,141460
20110811,ARC,31080,1792,255541
20110811,ARCC,421874,0,720370
20110811,ARCI,1800,0,4500
20110811,ARCL,800,0,10000
20110811,ARCO,143825,0,1177705
20110811,ARE,16747,100,287441
20110811,AREX,77313,0,116210
20110811,ARG,62297,0,109079
20110811,ARGN,27802,0,46974
20110811,ARGT,100,0,1312
