,Symbol,ShortVolume,ShortExemptVolume,TotalVolume
20110810,A,307989,100,1686465
20110810,AA,2880200,18400,7413126
20110810,AAME,556,456,1112
20110810,AAN,106242,0,146421
20110810,AAON,12672,0,15027
20110810,AAP,85082,0,194287
20110810,AAPL,4130848,3700,8555089
20110810,AAR,3800,0,13850
20110810,AAT,37253,0,364786
20110810,AATI,44941,0,1075053
20110810,AAU,27565,0,168303
20110810,AAUKY,26786,0,43330
20110810,AAV,23768,200,91974
20110810,AAWW,10746,0,42086
20110810,AAXJ,16421,400,297779
20110810,AB,56105,0,186001
20110810,ABAT,119555,0,563467
20110810,ABAX,32122,0,43124
20110810,ABB,410683,0,1124272
20110810,ABBC,2500,0,9198
20110810,ABC,308066,100,700193
20110810,ABCB,2487,348,12828
20110810,ABCD,939,485,5389
20110810,ABCO,10156,0,34956
20110810,ABCW,1800,0,19020
20110810,ABD,27215,0,52685
20110810,ABFS,16143,0,29356
20110810,ABG,15799,0,82159
20110810,ABH,177702,0,366069
20110810,ABI,6400,0,6400
20110810,ABIO,8850,0,45660
20110810,ABM,33364,0,45405
20110810,ABMD,17121,0,33753
20110810,ABR,3600,0,10884
20110810,ABT,1401287,2100,2425010
20110810,ABTL,12854,0,36404
20110810,ABV,352855,0,557264
20110810,ABV.C,4382,0,7692
20110810,ABVT,33960,0,55807
20110810,ABX,1048877,26855,3188237
20110810,ACAD,28376,0,124873
20110810,ACAS,1474452,0,2695580
20110810,ACAT,5983,333,22381
20110810,ACC,104013,0,168899
20110810,ACCL,53812,0,69302
20110810,ACE,111148,0,516500
20110810,ACET,18012,2634,47185
20110810,ACFC,400,400,2060
20110810,ACFN,57115,0,186622
20110810,ACG,85532,0,361827
20110810,ACGL,165838,0,405705
20110810,ACH,53213,0,91484
20110810,ACHN,132905,0,201584
20110810,ACI,621549,0,1314072
20110810,ACIW,18711,0,81011
20110810,ACLS,207862,0,613040
20110810,ACM,221964,0,450423
20110810,ACMR,16200,0,45400
20110810,ACN,868402,100,1909630
20110810,ACNB,950,0,2004
20110810,ACO,19614,0,31336
20110810,ACOM,72612,0,124663
20110810,ACOR,87285,0,199330
20110810,ACPW,170474,0,355671
20110810,ACRX,500,0,2170
20110810,ACTC,68845,0,222755
20110810,ACTG,25045,0,61823
20110810,ACTS,1215,0,13930
20110810,ACTV,12550,900,31864
20110810,ACUR,2894,200,14657
20110810,ACW,40472,0,130728
20110810,ACWI,54003,0,110718
20110810,ACWX,98961,0,149511
20110810,ACXM,24234,0,47389
20110810,ACY,1600,0,2600
20110810,ADAT,7700,0,28610
20110810,ADBE,642008,500,2247174
20110810,ADC,3942,0,18922
20110810,ADES,3170,0,7830
20110810,ADGE,800,0,7749
20110810,ADGF,2120,300,23522
20110810,ADI,447253,0,2124946
20110810,ADK,14600,0,26180
20110810,ADLR,80356,100,214311
20110810,ADM,955375,11300,1827413
20110810,ADP,313872,0,923223
20110810,ADPI,5993,0,20993
20110810,ADRD,282,0,467
20110810,ADRE,2231,0,17605
20110810,ADS,58109,0,95298
20110810,ADSK,400202,0,1084784
20110810,ADTN,58304,0,187477
20110810,ADUS,1500,0,7560
20110810,ADVS,10004,0,29927
20110810,ADX,21022,0,57889
20110810,ADY,2200,0,8300
20110810,ADZ,100,0,300
20110810,AE,100,0,100
20110810,AEA,192818,0,329433
20110810,AEB,3507,0,28940
20110810,AEC,38023,0,128970
20110810,AED,12095,300,58949
20110810,AEE,147763,0,455987
20110810,AEF,22409,0,48387
20110810,AEG,197779,0,294248
20110810,AEGR,4048,0,8648
20110810,AEGY,100,0,100
20110810,AEH,21184,1200,47365
20110810,AEIS,86159,0,158521
20110810,AEL,83979,0,154989
20110810,AEM,284234,2500,608442
20110810,AEN,14244,0,57384
20110810,AEO,490044,500,975495
20110810,AEP,622992,900,986677
20110810,AEPI,700,0,2700
20110810,AER,39806,0,169882
20110810,AERG,62000,35100,140757
20110810,AERL,50833,0,118958
20110810,AES,1313888,600,2418959
20110810,AET,371240,0,775129
20110810,AETI,5332,0,5932
20110810,AEV,28665,0,47876
20110810,AEY,1800,0,5276
20110810,AEZS,254824,0,707334
20110810,AF,174959,2290,358659
20110810,AFAM,8470,0,14784
20110810,AFB,6561,0,25908
20110810,AFC,2150,0,7211
20110810,AFCB,950,0,4127
20110810,AFCE,3904,0,23571
20110810,AFE,330,0,2971
20110810,AFF,19058,0,39459
20110810,AFFX,486872,200,916992
20110810,AFFY,122160,13201,625384
20110810,AFG,48809,0,110720
20110810,AFK,4300,0,11230
20110810,AFL,484403,1745,1601962
20110810,AFOP,2749,0,14198
20110810,AFQ,1100,0,5867
20110810,AFSI,17800,0,45426
20110810,AFT,13422,0,83180
20110810,AG,229465,2327,641943
20110810,AGA,1500,0,13733
20110810,AGC,37438,0,74311
20110810,AGCO,209709,0,461160
20110810,AGD,29157,0,71924
20110810,AGEM,378,0,2453
20110810,AGEN,10067,367,383129
20110810,AGF,1139,0,3439
20110810,AGG,149294,0,301199
20110810,AGII,13665,0,22965
20110810,AGL,70546,0,152912
20110810,AGM,11421,0,26081
20110810,AGN,246378,500,599697
20110810,AGNC,2040362,100,4439474
20110810,AGO,374101,0,919440
20110810,AGOL,313,0,883
20110810,AGP,224318,0,478894
20110810,AGQ,186470,9998,527520
20110810,AGRG,105,0,105
20110810,AGRO,26568,0,114412
20110810,AGU,105197,10842,222249
20110810,AGX,1992,0,3883
20110810,AGYS,24930,810,53162
20110810,AGZ,1655,0,7532
20110810,AH,212034,28356,589444
20110810,AHC,14941,0,62605
20110810,AHCI,94758,0,148403
20110810,AHGP,5660,0,12392
20110810,AHL,79668,0,163598
20110810,AHPI,100,0,2590
20110810,AHS,84296,0,262442
20110810,AHT,108199,36054,340162
