,Symbol,ShortVolume,ShortExemptVolume,TotalVolume
20110808,A,116307,0,1643577
20110808,AA,5310933,317476,14414993
20110808,AACC,500,0,1200
20110808,AAME,5200,200,6700
20110808,AAN,71824,0,139100
20110808,AAON,12226,0,25134
20110808,AAP,165127,0,388400
20110808,AAPL,5537691,8400,12399993
20110808,AAR,500,500,22411
20110808,AAT,13894,0,33029
20110808,AATI,44998,0,112924
20110808,AAU,59713,13343,349092
20110808,AAV,40475,2200,214080
20110808,AAWW,52445,0,97438
20110808,AAXJ,29054,0,72412
20110808,AB,101122,9175,329389
20110808,ABAT,472887,0,862777
20110808,ABAX,20953,0,48145
20110808,ABB,158595,0,915573
20110808,ABBC,500,0,3627
20110808,ABC,170092,300,374536
20110808,ABCB,7836,0,12589
20110808,ABCD,1265,0,4905
20110808,ABCO,27744,0,87370
20110808,ABCS,1475,0,1775
20110808,ABCW,1400,0,27466
20110808,ABD,50237,0,357287
20110808,ABFS,21419,0,75109
20110808,ABG,18913,2000,56670
20110808,ABH,152473,0,230967
20110808,ABIO,4300,0,24900
20110808,ABM,28896,3826,461140
20110808,ABMD,106050,0,141340
20110808,ABR,4800,0,85246
20110808,ABT,1346634,7076,3209053
20110808,ABTL,47258,0,68017
20110808,ABV,375569,150,719080
20110808,ABV.C,1000,0,2800
20110808,ABVT,39027,0,147825
20110808,ABWpA,7783,320,19268
20110808,ABX,820116,17737,2648278
20110808,ACAD,34500,5700,596159
20110808,ACAS,1392739,309078,3867933
20110808,ACAT,9821,0,22772
20110808,ACC,78790,100,154163
20110808,ACCL,11917,0,30872
20110808,ACE,391578,300,815681
20110808,ACET,23256,0,97983
20110808,ACFN,48324,0,134812
20110808,ACG,197464,0,1515278
20110808,ACGL,125899,2900,509116
20110808,ACH,37052,3000,114058
20110808,ACHN,181441,3700,401570
20110808,ACI,938532,6301,3490859
20110808,ACIW,4000,0,32026
20110808,ACK,1300,0,2300
20110808,ACLS,363020,51067,949688
20110808,ACM,120417,10842,324838
20110808,ACMR,1000,0,16977
20110808,ACN,1452400,500,2395854
20110808,ACO,28991,0,55297
20110808,ACOM,216424,15772,491544
20110808,ACOR,78824,0,167946
20110808,ACP,12757,1700,31046
20110808,ACPW,116501,21594,351719
20110808,ACTG,46319,3400,142856
20110808,ACTS,2335,0,6820
20110808,ACTV,7900,1100,138722
20110808,ACU,200,0,2387
20110808,ACUR,8100,900,62351
20110808,ACW,70728,4700,310402
20110808,ACWI,148857,0,234458
20110808,ACWX,15250,0,79889
20110808,ACXM,288005,0,443606
20110808,ACY,2500,0,6689
20110808,ADAT,13800,2800,88557
20110808,ADBE,664230,412,1522529
20110808,ADC,24283,0,51612
20110808,ADEP,300,0,3975
20110808,ADES,2997,0,17045
20110808,ADGF,2100,0,5729
20110808,ADI,594409,100,850448
20110808,ADK,13000,0,43190
20110808,ADLR,48936,8376,118769
20110808,ADM,1010996,100,2035286
20110808,ADP,320988,100,730585
20110808,ADPI,8540,0,27456
20110808,ADRA,569,0,3263
20110808,ADRD,3200,0,15498
20110808,ADRE,5287,0,61180
20110808,ADRU,1200,0,3716
20110808,ADS,134596,0,227043
20110808,ADSK,403770,300,1807105
20110808,ADTN,67499,0,153258
20110808,ADUS,3303,503,21994
20110808,ADVS,35869,400,74119
20110808,ADX,47774,0,122560
20110808,ADY,4960,0,21734
20110808,ADZ,200,0,200
20110808,AEA,372394,0,590161
20110808,AEB,18793,526,46776
20110808,AEC,61228,0,96408
20110808,AED,20473,3450,66123
20110808,AEE,239654,200,626457
20110808,AEF,28189,5589,93412
20110808,AEG,197117,27277,1179816
20110808,AEGR,1700,100,11834
20110808,AEH,35820,700,114696
20110808,AEIS,55964,600,193946
20110808,AEL,82963,0,204369
20110808,AEM,372998,5300,885015
20110808,AEN,54578,0,192680
20110808,AEO,620336,0,1149843
20110808,AEP,768461,100,1362981
20110808,AEPI,2635,0,5615
20110808,AEPpA,9435,0,34772
20110808,AER,207911,49551,493873
20110808,AERG,44400,14200,106237
20110808,AERL,9950,3200,64056
20110808,AES,820185,3400,2982449
20110808,AESpC,1750,0,13126
20110808,AET,435142,0,1282754
20110808,AETI,2900,200,4592
20110808,AEV,22395,1643,74649
20110808,AEY,6663,0,9681
20110808,AEZS,516917,121425,1452508
20110808,AF,117929,0,198277
20110808,AFAM,22495,0,55082
20110808,AFB,13510,0,75383
20110808,AFC,17177,2157,47523
20110808,AFCB,900,0,2100
20110808,AFCE,6246,0,19780
20110808,AFE,4400,0,19295
20110808,AFF,23915,4649,103269
20110808,AFFX,140166,100,611397
20110808,AFFY,68803,8599,324927
20110808,AFG,180688,0,321968
20110808,AFK,2640,0,18959
20110808,AFL,548814,200,1219202
20110808,AFOP,9860,0,33329
20110808,AFQ,1900,0,16866
20110808,AFSI,28741,0,124446
20110808,AFT,16716,0,83212
20110808,AG,92032,13537,534202
20110808,AGA,4834,0,22159
20110808,AGC,39907,0,110567
20110808,AGCO,92048,1733,328333
20110808,AGD,36454,0,179696
20110808,AGEM,19684,0,29501
20110808,AGEN,84983,7383,405356
20110808,AGF,1000,0,2000
20110808,AGG,207940,0,545393
20110808,AGII,38515,0,64085
20110808,AGL,83530,0,196606
20110808,AGM,27014,400,94772
20110808,AGN,302517,400,523515
20110808,AGNC,2189267,2000,5047324
20110808,AGO,532768,5600,1230975
20110808,AGOL,2230,0,3953
20110808,AGOpB,5186,0,12515
20110808,AGOpE,4450,1200,16041
20110808,AGOpF,1100,0,6516
20110808,AGP,319650,0,576352
20110808,AGQ,258536,0,766248
20110808,AGRO,24611,0,87574
20110808,AGU,177473,2600,378370
20110808,AGX,1650,0,4940
20110808,AGYS,28392,0,58657
20110808,AGZ,2654,0,8043
20110808,AH,143689,2261,377111
20110808,AHC,4750,0,9864
20110808,AHCI,71336,0,136722
20110808,AHGP,13974,400,42816
